WKT,name,buildings_id
"MULTIPOLYGON (((-0.1258687 51.5126392,-0.1258531 51.512626,-0.1259198 51.5125953,-0.125872 51.5125551,-0.1260069 51.5124882,-0.1260559 51.5125297,-0.1261281 51.5125908,-0.1261982 51.5126502,-0.1261015 51.512694,-0.1259962 51.5127436,-0.1259268 51.5126868,-0.1258687 51.5126392)))",,344
"MULTIPOLYGON (((-0.125805 51.5125883,-0.1258531 51.512626,-0.1258687 51.5126392,-0.12584 51.5126523,-0.125761 51.5126888,-0.1255558 51.5125225,-0.1256344 51.5124864,-0.1256582 51.5124755,-0.125805 51.5125883)))",,345
"MULTIPOLYGON (((-0.1246457 51.5131431,-0.124483 51.5132347,-0.1244925 51.5132413,-0.1244488 51.5132675,-0.124408 51.5132903,-0.1244389 51.5133116,-0.1243296 51.5133752,-0.1242543 51.5133164,-0.1242481 51.5133198,-0.1242014 51.5132871,-0.1242748 51.5132435,-0.1242802 51.5132458,-0.1244437 51.5131481,-0.1244392 51.513145,-0.1244928 51.5131143,-0.1245541 51.5130791,-0.1245591 51.5130825,-0.1246457 51.5131431)))",,346
"MULTIPOLYGON (((-0.1249945 51.5134078,-0.1250501 51.5133792,-0.1252929 51.5132638,-0.1255429 51.513449,-0.125306 51.5135436,-0.1252144 51.5134759,-0.1252885 51.5134363,-0.1252541 51.5134017,-0.1250872 51.5134759,-0.1249945 51.5134078)))",,347
"MULTIPOLYGON (((-0.1260449 51.5131629,-0.1261237 51.5132388,-0.1261368 51.5132307,-0.126168 51.5132546,-0.1262371 51.5132642,-0.1262325 51.5132814,-0.1262278 51.5133,-0.1257628 51.5135077,-0.1256553 51.5134335,-0.1258045 51.5133548,-0.1257015 51.5132755,-0.1258247 51.5132136,-0.1258718 51.5132499,-0.1260449 51.5131629)))",,348
"MULTIPOLYGON (((-0.1239644 51.5106082,-0.1241233 51.5105385,-0.1241712 51.5105809,-0.1239777 51.5106654,-0.1239277 51.5106873,-0.1238798 51.5106448,-0.1238882 51.5106393,-0.1239644 51.5106082)))",,351
"MULTIPOLYGON (((-0.1233344 51.5105807,-0.1232863 51.5105974,-0.1232501 51.51061,-0.1231747 51.5105504,-0.1232033 51.5105398,-0.1232614 51.5105183,-0.1233344 51.5105807)))",Lady of the Grapes,352
"MULTIPOLYGON (((-0.1207453 51.5125459,-0.1206888 51.5124989,-0.120704 51.5124927,-0.1208273 51.5124426,-0.1208787 51.512487,-0.1207453 51.5125459)))",Boulevard Brasserie,355
"MULTIPOLYGON (((-0.120674 51.5123101,-0.1207745 51.5123969,-0.1206575 51.5124503,-0.1206033 51.512475,-0.120593 51.5124694,-0.1205754 51.5124598,-0.1205424 51.5124416,-0.1204828 51.5123987,-0.120674 51.5123101)))",Banana Tree,357
"MULTIPOLYGON (((-0.1209288 51.5125303,-0.1209821 51.5125787,-0.1209226 51.5126043,-0.1209133 51.5126076,-0.1208759 51.5125758,-0.120842 51.5125922,-0.120823 51.512577,-0.1209288 51.5125303)))",Coach & Horses,359
"MULTIPOLYGON (((-0.1202285 51.5123201,-0.1202875 51.5122948,-0.1204128 51.5124012,-0.1203859 51.5124158,-0.1203781 51.5124113,-0.1203633 51.5124025,-0.1203247 51.5123838,-0.1203161 51.5123872,-0.1202779 51.5124047,-0.1202543 51.5124221,-0.1202476 51.5124195,-0.120197 51.5124579,-0.120146 51.5124365,-0.1200633 51.5124018,-0.120065 51.5123957,-0.1200702 51.5123917,-0.1201528 51.5123527,-0.1202285 51.5123201)))",Côte Brasserie,360
"MULTIPOLYGON (((-0.1206575 51.5124503,-0.1207745 51.5123969,-0.1208273 51.5124426,-0.120704 51.5124927,-0.1206575 51.5124503)))",Notes,361
"MULTIPOLYGON (((-0.1204828 51.5123987,-0.1204617 51.5123771,-0.1204537 51.5123757,-0.1205161 51.5123486,-0.1204849 51.512324,-0.1206204 51.5122638,-0.120674 51.5123101,-0.1204828 51.5123987)))",,362
"MULTIPOLYGON (((-0.1204898 51.5122835,-0.1204545 51.5122988,-0.1204849 51.512324,-0.1205161 51.5123486,-0.1204537 51.5123757,-0.1204617 51.5123771,-0.1204128 51.5124012,-0.1202875 51.5122948,-0.1204285 51.5122313,-0.1204898 51.5122835)))",Delamina Townhouse,364
"MULTIPOLYGON (((-0.1201371 51.5120211,-0.1201547 51.5120286,-0.1202136 51.5120538,-0.1201785 51.5120704,-0.1201058 51.5121031,-0.1200325 51.5121367,-0.120006 51.5121106,-0.1200192 51.5121018,-0.1200096 51.5120934,-0.1199984 51.5120838,-0.1200092 51.5120794,-0.1201371 51.5120211)))",,365
"MULTIPOLYGON (((-0.1195271 51.5120183,-0.1198196 51.5118991,-0.1198548 51.5119003,-0.1199809 51.5119543,-0.1198759 51.511997,-0.1197746 51.512037,-0.1196065 51.5120983,-0.1195271 51.5120183)))",Christopher's,366
"MULTIPOLYGON (((-0.1199276 51.5120429,-0.1198759 51.511997,-0.1199809 51.5119543,-0.1200184 51.5119703,-0.1200558 51.5119863,-0.1199276 51.5120429)))",,367
"MULTIPOLYGON (((-0.1208787 51.512487,-0.1209288 51.5125303,-0.120823 51.512577,-0.1207948 51.5125885,-0.1207453 51.5125459,-0.1208787 51.512487)))",,368
"MULTIPOLYGON (((-0.119942 51.5121412,-0.1199266 51.5121305,-0.119944 51.5121226,-0.1199936 51.5121004,-0.120006 51.5121106,-0.1200325 51.5121367,-0.1201058 51.5121031,-0.1201909 51.5121773,-0.1201825 51.5121811,-0.120137 51.5122012,-0.12009 51.5122222,-0.1200819 51.5122258,-0.1200755 51.5122286,-0.1200682 51.5122319,-0.1200571 51.5122368,-0.119942 51.5121412)))",,369
"MULTIPOLYGON (((-0.1201909 51.5121773,-0.1201058 51.5121031,-0.1201785 51.5120704,-0.1202047 51.5120957,-0.1202581 51.5121471,-0.1202475 51.5121519,-0.1202015 51.5121725,-0.1201909 51.5121773)))",,370
"MULTIPOLYGON (((-0.1202136 51.5120538,-0.1202567 51.5120723,-0.1203285 51.512103,-0.1203293 51.51211,-0.1203242 51.5121173,-0.1202744 51.5121398,-0.1202656 51.5121437,-0.1202581 51.5121471,-0.1202047 51.5120957,-0.1201785 51.5120704,-0.1202136 51.5120538)))",,371
"MULTIPOLYGON (((-0.1194769 51.5121509,-0.1193691 51.5121035,-0.1193704 51.5120908,-0.1193718 51.5120781,-0.1195271 51.5120183,-0.1196065 51.5120983,-0.1195518 51.5121191,-0.1194769 51.5121509)))",Franco Manca,372
"MULTIPOLYGON (((-0.1198619 51.5122191,-0.1198727 51.5122124,-0.1198337 51.5121811,-0.1198585 51.5121668,-0.1198681 51.5121612,-0.1198884 51.5121717,-0.1199981 51.5122643,-0.1199917 51.5122672,-0.1199848 51.5122706,-0.1199562 51.5122831,-0.1199474 51.5122869,-0.1198997 51.5122491,-0.1198619 51.5122191)))",Band:,373
"MULTIPOLYGON (((-0.1247528 51.5136761,-0.1248377 51.5136288,-0.124953 51.5137106,-0.1248594 51.5137456,-0.1247528 51.5136761)))",Dr. Martens,374
"MULTIPOLYGON (((-0.1246972 51.5135322,-0.1247441 51.5135644,-0.1246591 51.5136117,-0.1246123 51.5135795,-0.1246972 51.5135322)))",,375
"MULTIPOLYGON (((-0.1246643 51.5135096,-0.1246972 51.5135322,-0.1246123 51.5135795,-0.1245654 51.5135473,-0.1246503 51.5134999,-0.1246643 51.5135096)))",,376
"MULTIPOLYGON (((-0.1247441 51.5135644,-0.1247909 51.5135966,-0.124706 51.5136439,-0.1246591 51.5136117,-0.1247441 51.5135644)))",Brandy Melville,377
"MULTIPOLYGON (((-0.1247909 51.5135966,-0.1248377 51.5136288,-0.1247528 51.5136761,-0.124706 51.5136439,-0.1247909 51.5135966)))",,378
"MULTIPOLYGON (((-0.1245591 51.5130825,-0.1248244 51.512925,-0.1249447 51.5130102,-0.1248348 51.5130712,-0.1248098 51.5130519,-0.1247073 51.5131118,-0.1246457 51.5131431,-0.1245591 51.5130825)))",Hobbs,379
"MULTIPOLYGON (((-0.1269338 51.5124981,-0.1269377 51.5125879,-0.1267271 51.512589,-0.1267228 51.5125449,-0.1267086 51.5125215,-0.1266798 51.5124982,-0.126845 51.5123483,-0.126933 51.5123742,-0.1269338 51.5124981)))",Dishoom,380
"MULTIPOLYGON (((-0.1269377 51.5125879,-0.1267271 51.512589,-0.1267228 51.5125449,-0.1267086 51.5125215,-0.1266798 51.5124982,-0.1265981 51.5124707,-0.1266279 51.5124372,-0.1265677 51.5124293,-0.126676 51.5123272,-0.126845 51.5123483,-0.126933 51.5123742,-0.1269338 51.5124981,-0.1269377 51.5125879)))",,381
"MULTIPOLYGON (((-0.1197695 51.5122758,-0.1196968 51.5122449,-0.1196804 51.5122491,-0.1196566 51.5122364,-0.1196571 51.5122277,-0.1196332 51.5122175,-0.1196171 51.5122185,-0.1195967 51.5122104,-0.1195957 51.5122013,-0.119573 51.5121915,-0.1195569 51.5121932,-0.1195295 51.5121804,-0.1195262 51.5121713,-0.1194769 51.5121509,-0.1195518 51.5121191,-0.1195703 51.5121494,-0.1198045 51.5120599,-0.1197746 51.512037,-0.1198759 51.511997,-0.1199276 51.5120429,-0.1199485 51.5120592,-0.1199936 51.5121004,-0.119944 51.5121226,-0.1199266 51.5121305,-0.1199132 51.5121366,-0.1199279 51.5121483,-0.1199105 51.5121583,-0.1198944 51.512145,-0.1198681 51.5121612,-0.1198585 51.5121668,-0.1198337 51.5121811,-0.1198727 51.5122124,-0.1198619 51.5122191,-0.1197695 51.5122758)))",Duchess Theatre,382
"MULTIPOLYGON (((-0.1194956 51.5113151,-0.1196392 51.5114685,-0.1195766 51.5114932,-0.1194368 51.5113624,-0.1194366 51.5113517,-0.1194354 51.5113404,-0.1194956 51.5113151)))",The Wellington,388
"MULTIPOLYGON (((-0.1285624 51.5108715,-0.1285628 51.5108225,-0.1287276 51.51081,-0.1287288 51.5108019,-0.1287628 51.5108037,-0.1287454 51.5108971,-0.1285624 51.5108715)))",The Bear & Staff,392
"MULTIPOLYGON (((-0.1285649 51.5102317,-0.1285519 51.5101352,-0.128549 51.5101132,-0.1286871 51.5101025,-0.1287535 51.5100973,-0.1293551 51.5100504,-0.1293973 51.5102211,-0.1288144 51.5102646,-0.1288099 51.5102437,-0.1287782 51.5102461,-0.1287722 51.5102153,-0.1287245 51.5102185,-0.1287107 51.5102202,-0.1286041 51.5102284,-0.1285649 51.5102317)))",Global London,393
"MULTIPOLYGON (((-0.1209588 51.5123201,-0.1211494 51.5122266,-0.1212562 51.5123183,-0.1213529 51.5122747,-0.1215117 51.512413,-0.1212442 51.5125267,-0.1211964 51.512527,-0.1209588 51.5123201)))",Balthazar London,394
"MULTIPOLYGON (((-0.1215778 51.5123846,-0.1215481 51.5123974,-0.1215117 51.512413,-0.1213529 51.5122747,-0.1214204 51.5122442,-0.1215778 51.5123846)))",Balthazar Boulangerie,395
"MULTIPOLYGON (((-0.1215778 51.5123846,-0.1214204 51.5122442,-0.1214927 51.5122116,-0.121654 51.5123522,-0.1215778 51.5123846)))",Red Farm,396
"MULTIPOLYGON (((-0.121654 51.5123522,-0.1214927 51.5122116,-0.1215013 51.5122077,-0.1214818 51.512191,-0.1215529 51.5121594,-0.12164 51.5122367,-0.121732 51.5123188,-0.121654 51.5123522)))",Starbucks,398
"MULTIPOLYGON (((-0.1209008 51.5122697,-0.1210922 51.5121775,-0.1211494 51.5122266,-0.1209588 51.5123201,-0.1209008 51.5122697)))",,400
"MULTIPOLYGON (((-0.1207335 51.512124,-0.1208542 51.5120703,-0.1209287 51.5120371,-0.1210922 51.5121775,-0.1209008 51.5122697,-0.1207335 51.512124)))",,401
"MULTIPOLYGON (((-0.1217107 51.5120889,-0.1217998 51.5121674,-0.1218918 51.5122495,-0.121732 51.5123188,-0.12164 51.5122367,-0.1215529 51.5121594,-0.1217107 51.5120889)))",,402
"MULTIPOLYGON (((-0.1208228 51.5119461,-0.1208968 51.5120097,-0.1208206 51.5120432,-0.1208542 51.5120703,-0.1207335 51.512124,-0.1206603 51.5120529,-0.1206768 51.5120165,-0.1208228 51.5119461)))",,403
"MULTIPOLYGON (((-0.1207945 51.5126329,-0.1208393 51.5126056,-0.1208922 51.5126466,-0.1209338 51.5126788,-0.1209232 51.5126836,-0.1208784 51.5127064,-0.1208312 51.5126741,-0.1208441 51.5126688,-0.1207945 51.5126329)))",Gelatorino,404
"MULTIPOLYGON (((-0.1208312 51.5126741,-0.1208784 51.5127064,-0.1208694 51.5127108,-0.1208229 51.512734,-0.120766 51.5127063,-0.1207578 51.5127023,-0.1207976 51.5126726,-0.1208118 51.512683,-0.1208312 51.5126741)))",SugarSin,405
"MULTIPOLYGON (((-0.1208393 51.5126056,-0.1208674 51.5125908,-0.1208976 51.5126149,-0.1209133 51.5126076,-0.1209226 51.5126043,-0.1209821 51.5125787,-0.1210357 51.5126227,-0.1210444 51.5126302,-0.121033 51.5126352,-0.1209832 51.5126571,-0.1209426 51.512675,-0.1209338 51.5126788,-0.1208922 51.5126466,-0.1208393 51.5126056)))",Peyton and Byrne,406
"MULTIPOLYGON (((-0.1309814 51.5108187,-0.1305837 51.5109616,-0.1304626 51.5108083,-0.1308088 51.5106848,-0.1308338 51.5106805,-0.1308588 51.5106813,-0.1308855 51.510689,-0.1309041 51.5107022,-0.1309814 51.5108187)))",Number One Leicester Square,408
"MULTIPOLYGON (((-0.1232614 51.5105183,-0.1229536 51.5102852,-0.1228089 51.510158,-0.1229132 51.5101129,-0.1227969 51.5100108,-0.1229889 51.5099262,-0.1230327 51.509907,-0.1230562 51.5098968,-0.1231499 51.5099817,-0.123128 51.5099912,-0.1231139 51.5099973,-0.1232641 51.5101373,-0.1231822 51.5101752,-0.1231951 51.5101875,-0.1235028 51.5104235,-0.1235872 51.5104922,-0.1233344 51.5105807,-0.1232614 51.5105183)))",Adelphi Theatre,409
"MULTIPOLYGON (((-0.1286838 51.5116516,-0.1285351 51.511642,-0.1285263 51.5116388,-0.1285187 51.51163,-0.1285312 51.5115152,-0.1285324 51.5115049,-0.1285331 51.5114858,-0.1285359 51.5114118,-0.1285786 51.5113735,-0.1287179 51.5114255,-0.128699 51.511518,-0.1286838 51.5116516)))",,412
"MULTIPOLYGON (((-0.1262495 51.5107874,-0.1262073 51.5107931,-0.12622 51.5108427,-0.1260552 51.5108586,-0.1260712 51.5109225,-0.1259811 51.5109312,-0.125975 51.5109068,-0.1259244 51.5109117,-0.1259305 51.5109361,-0.1258383 51.510945,-0.1258225 51.5108817,-0.1258481 51.5108792,-0.1258418 51.5108541,-0.125817 51.5108565,-0.1257901 51.5107488,-0.1262298 51.5107049,-0.1262495 51.5107874)))",,414
"MULTIPOLYGON (((-0.1268685 51.5107994,-0.1266553 51.5108193,-0.1266476 51.5107796,-0.1268571 51.5107602,-0.1268685 51.5107994)))",Giannasso,415
"MULTIPOLYGON (((-0.1236936 51.5117686,-0.1236601 51.5117374,-0.1236212 51.5117053,-0.1239155 51.5115751,-0.1239494 51.5116047,-0.1240292 51.5115694,-0.1239953 51.5115397,-0.1240339 51.5115226,-0.1238516 51.5113633,-0.1238177 51.5113783,-0.1237819 51.511347,-0.1236989 51.5113838,-0.1237347 51.5114151,-0.1234456 51.5115432,-0.1234345 51.5115339,-0.1233845 51.5114929,-0.1233607 51.511472,-0.1237999 51.511281,-0.1238385 51.5112631,-0.1242585 51.5110785,-0.124423 51.5112223,-0.1245852 51.5113767,-0.1241615 51.5115625,-0.1241252 51.5115781,-0.1236936 51.5117686)))",Inigo Jones Garden,416
"MULTIPOLYGON (((-0.125552 51.5130213,-0.1255357 51.5130089,-0.1255199 51.5129967,-0.1254433 51.5129376,-0.125471 51.5129238,-0.1255796 51.5130075,-0.125552 51.5130213)))",,419
"MULTIPOLYGON (((-0.1251894 51.5130159,-0.1251484 51.5130365,-0.1251151 51.5130524,-0.1250491 51.5130041,-0.1251254 51.5129676,-0.1251894 51.5130159)))",,420
"MULTIPOLYGON (((-0.1253047 51.5131048,-0.1252471 51.5130604,-0.1251894 51.5130159,-0.1254046 51.5129078,-0.1254433 51.5129376,-0.1255199 51.5129967,-0.1253047 51.5131048)))",Stanfords,421
"MULTIPOLYGON (((-0.125552 51.5130213,-0.1255796 51.5130075,-0.1256503 51.5129719,-0.1257627 51.5129187,-0.1257829 51.5129091,-0.1258864 51.5129866,-0.1258478 51.513006,-0.1256569 51.5131022,-0.1255836 51.5130458,-0.125552 51.5130213)))",Temper,422
"MULTIPOLYGON (((-0.1255997 51.5127974,-0.1256159 51.5128095,-0.125631 51.5128207,-0.125673 51.5128509,-0.1257027 51.5128738,-0.1257627 51.5129187,-0.1256503 51.5129719,-0.1255114 51.5128649,-0.1254946 51.5128519,-0.1255997 51.5127974)))",,423
"MULTIPOLYGON (((-0.1257492 51.513162,-0.1257252 51.5131435,-0.1257448 51.5131312,-0.1258471 51.5130798,-0.1259446 51.5130301,-0.1260435 51.5131051,-0.1259999 51.5131255,-0.1260449 51.5131629,-0.1258718 51.5132499,-0.1258247 51.5132136,-0.1257492 51.513162)))",,424
"MULTIPOLYGON (((-0.1257015 51.5132755,-0.1256247 51.5132188,-0.1256728 51.513198,-0.1257492 51.513162,-0.1258247 51.5132136,-0.1257015 51.5132755)))",Badiani,425
"MULTIPOLYGON (((-0.1256553 51.5134335,-0.1253016 51.5131885,-0.1253735 51.5131495,-0.1254526 51.5131065,-0.1256247 51.5132188,-0.1257015 51.5132755,-0.1258045 51.5133548,-0.1256553 51.5134335)))",,426
"MULTIPOLYGON (((-0.1248669 51.5138964,-0.1246999 51.5139868,-0.1246724 51.5140023,-0.1246645 51.5140065,-0.1246596 51.514009,-0.1246463 51.5140156,-0.1245447 51.5140729,-0.1245144 51.5140779,-0.1243885 51.5141481,-0.1243589 51.5141636,-0.1243413 51.5141628,-0.1243121 51.5141793,-0.124304 51.514173,-0.1242704 51.5141937,-0.1242517 51.514181,-0.1242419 51.5141869,-0.1241912 51.5141542,-0.1241515 51.5141293,-0.1241388 51.5141377,-0.12413 51.5141435,-0.1240388 51.5140834,-0.1240475 51.5140775,-0.1240608 51.5140684,-0.1239804 51.5140139,-0.1239307 51.5139803,-0.1239217 51.513974,-0.1238867 51.5139494,-0.1238363 51.513914,-0.1237921 51.513883,-0.1237711 51.5138953,-0.1236324 51.5138028,-0.1236503 51.5137925,-0.1235606 51.5137331,-0.123547 51.5137233,-0.1235481 51.5136809,-0.1235592 51.5136739,-0.1235985 51.5136504,-0.1236139 51.5136412,-0.12367 51.5136076,-0.1240897 51.5133265,-0.1241574 51.5133656,-0.1241829 51.5133836,-0.1241856 51.5133898,-0.1242138 51.5134072,-0.1242367 51.5133944,-0.124314 51.5134489,-0.1242932 51.5134603,-0.1243947 51.5135282,-0.1244458 51.5135629,-0.1245557 51.5136358,-0.1245761 51.5136252,-0.1247576 51.5137489,-0.1247398 51.5137588,-0.1248168 51.5138103,-0.1248579 51.5138377,-0.1248669 51.5138964)))",Odhams Walk,427
"MULTIPOLYGON (((-0.1245527 51.5109249,-0.1246986 51.5110644,-0.1244145 51.5111887,-0.1243063 51.511091,-0.1243734 51.511062,-0.1243714 51.5110541,-0.1244295 51.5110298,-0.1244044 51.5110072,-0.1244151 51.5110025,-0.1244026 51.5109915,-0.1245527 51.5109249)))",,428
"MULTIPOLYGON (((-0.1229536 51.5102852,-0.1228883 51.5103142,-0.1227211 51.5101926,-0.1228089 51.510158,-0.1229536 51.5102852)))",Nell Gwynne Tavern,429
"MULTIPOLYGON (((-0.1229132 51.5101129,-0.1228089 51.510158,-0.1227211 51.5101926,-0.1226079 51.5101012,-0.1227969 51.5100108,-0.1229132 51.5101129)))",,430
"MULTIPOLYGON (((-0.1256214 51.5104004,-0.1252663 51.5104177,-0.1252459 51.5103467,-0.1253618 51.5103327,-0.1252957 51.5101214,-0.1251651 51.5101682,-0.1251768 51.5101846,-0.1251084 51.5102072,-0.1250939 51.5101584,-0.1250655 51.5100628,-0.1254075 51.5099314,-0.125437 51.5099681,-0.1254832 51.5099597,-0.1256214 51.5104004)))",,431
"MULTIPOLYGON (((-0.1250939 51.5101584,-0.1251084 51.5102072,-0.1251505 51.510345,-0.125183 51.5103399,-0.1252053 51.510426,-0.1250189 51.5104827,-0.1248309 51.5102839,-0.1247798 51.5103039,-0.1246455 51.5103564,-0.1245565 51.5102658,-0.1248833 51.5101359,-0.1249608 51.5102065,-0.1250345 51.5101806,-0.1250939 51.5101584)))",,432
"MULTIPOLYGON (((-0.1249675 51.510531,-0.1246974 51.5106394,-0.1246084 51.5106729,-0.1245364 51.5107044,-0.1242212 51.5104098,-0.1242257 51.5103955,-0.124324 51.5103569,-0.1244392 51.5103101,-0.1245565 51.5102658,-0.1246455 51.5103564,-0.1247798 51.5103039,-0.1248659 51.5103905,-0.1248395 51.5104007,-0.1249675 51.510531)))",,433
"MULTIPOLYGON (((-0.1260356 51.5097743,-0.1260059 51.5097773,-0.1259784 51.5097801,-0.1259113 51.5096515,-0.1259517 51.5096348,-0.1259871 51.5096194,-0.1260356 51.5097743)))",Institute of Chinese Medicine,437
"MULTIPOLYGON (((-0.1289316 51.5098612,-0.1288473 51.5098425,-0.1288522 51.5096741,-0.1289501 51.5096935,-0.1289316 51.5098612)))",,438
"MULTIPOLYGON (((-0.1285649 51.5102317,-0.1286041 51.5102284,-0.1287107 51.5102202,-0.1287245 51.5102185,-0.1287355 51.510274,-0.1285631 51.5102885,-0.1285646 51.5102436,-0.1285649 51.5102317)))",Saravana Bhavan,439
"MULTIPOLYGON (((-0.1288404 51.5099796,-0.1293547 51.5100448,-0.1293551 51.5100504,-0.1288475 51.5100895,-0.1288404 51.5099796)))",,440
"MULTIPOLYGON (((-0.1292774 51.5108524,-0.1292818 51.51082,-0.1291869 51.5108266,-0.1291313 51.5108312,-0.1290907 51.5108346,-0.1289991 51.5108402,-0.1289923 51.5107886,-0.1288748 51.5107973,-0.1287628 51.5108037,-0.1287496 51.5107746,-0.1287318 51.5107256,-0.1290671 51.5106948,-0.1290717 51.5107272,-0.1295098 51.5106935,-0.1295446 51.5108628,-0.1293647 51.5108649,-0.1293336 51.5109832,-0.129258 51.5109723,-0.1292774 51.5108524)))",,441
"MULTIPOLYGON (((-0.1295098 51.5106935,-0.1290717 51.5107272,-0.1290671 51.5106948,-0.1290639 51.5106714,-0.1294995 51.5106422,-0.1295098 51.5106935)))",,442
"MULTIPOLYGON (((-0.1295383 51.5111424,-0.1295735 51.5112323,-0.1295963 51.5112903,-0.1296345 51.5112941,-0.1297358 51.5116083,-0.1297516 51.5116063,-0.1297598 51.5116052,-0.129774 51.5116546,-0.1297543 51.5116567,-0.1296778 51.5116651,-0.1295987 51.5116737,-0.1295158 51.5116827,-0.129431 51.511692,-0.1294108 51.5116843,-0.1292913 51.5113101,-0.1292786 51.5112703,-0.1292595 51.5112104,-0.1293075 51.5111987,-0.1294804 51.5111565,-0.1295383 51.5111424)))",,443
"MULTIPOLYGON (((-0.1237315 51.5097661,-0.1235838 51.5096614,-0.1238469 51.5095359,-0.1239567 51.5096298,-0.1239914 51.5096544,-0.1239406 51.5096789,-0.1239179 51.5096604,-0.1238453 51.5097002,-0.1238601 51.5097089,-0.1237315 51.5097661)))",,444
"MULTIPOLYGON (((-0.1245489 51.5099934,-0.1246326 51.5100652,-0.1246325 51.5100856,-0.1245061 51.5101384,-0.1244062 51.5100583,-0.1245489 51.5099934)))",Brigit's Bakery,445
"MULTIPOLYGON (((-0.1248833 51.5101359,-0.1249627 51.510104,-0.1250345 51.5101806,-0.1249608 51.5102065,-0.1248833 51.5101359)))",School of Wok,446
"MULTIPOLYGON (((-0.1250939 51.5101584,-0.1250345 51.5101806,-0.1249627 51.510104,-0.1250655 51.5100628,-0.1250939 51.5101584)))",Lao Café,447
"MULTIPOLYGON (((-0.1258463 51.5096677,-0.1258565 51.5096632,-0.1259113 51.5096515,-0.1259784 51.5097801,-0.1259674 51.5097812,-0.1259294 51.5097851,-0.1258463 51.5096677)))",The Harp,448
"MULTIPOLYGON (((-0.1258463 51.5096677,-0.1259294 51.5097851,-0.1258687 51.5097912,-0.1257903 51.5096923,-0.1258463 51.5096677)))",,449
"MULTIPOLYGON (((-0.1257903 51.5096923,-0.1258687 51.5097912,-0.125766 51.5098017,-0.1256927 51.5097373,-0.1257903 51.5096923)))",Two,450
"MULTIPOLYGON (((-0.1256927 51.5097373,-0.125766 51.5098017,-0.1256442 51.5098102,-0.1255467 51.5098177,-0.1255441 51.5098144,-0.1255453 51.5098088,-0.1255478 51.5098053,-0.1256927 51.5097373)))",The Marquis,452
"MULTIPOLYGON (((-0.1236058 51.5098325,-0.1236901 51.5097983,-0.1237866 51.509885,-0.1238054 51.5099018,-0.1237217 51.5099381,-0.1237007 51.5099189,-0.1236058 51.5098325)))",Bedford House,455
"MULTIPOLYGON (((-0.1235215 51.5099836,-0.123455 51.5099241,-0.1235164 51.5098957,-0.1235827 51.509957,-0.1235215 51.5099836)))",,456
"MULTIPOLYGON (((-0.1235827 51.509957,-0.1236396 51.5100096,-0.1235787 51.5100345,-0.1235526 51.5100114,-0.1235215 51.5099836,-0.1235827 51.509957)))",,457
"MULTIPOLYGON (((-0.1235787 51.5100345,-0.1236396 51.5100096,-0.1236881 51.5100544,-0.1236297 51.5100787,-0.1235787 51.5100345)))",Chequers Sandwich Bar,458
"MULTIPOLYGON (((-0.1236392 51.5101426,-0.1236175 51.5101228,-0.1236092 51.5101264,-0.1235783 51.5101011,-0.1236297 51.5100787,-0.1236881 51.5100544,-0.1237431 51.5101028,-0.1236392 51.5101426)))",Carbon,459
"MULTIPOLYGON (((-0.1237251 51.5102187,-0.1236922 51.51019,-0.1237914 51.5101487,-0.1238386 51.5101898,-0.1237719 51.5102157,-0.1237611 51.5102052,-0.1237251 51.5102187)))",,460
"MULTIPOLYGON (((-0.1238917 51.5103756,-0.1237879 51.5102755,-0.1238297 51.5102588,-0.1238888 51.5102356,-0.1239953 51.510334,-0.1238917 51.5103756)))",Soho Coffee co.,461
"MULTIPOLYGON (((-0.1221615 51.5107618,-0.1222195 51.5108082,-0.1220426 51.5108852,-0.1219868 51.5108364,-0.1221615 51.5107618)))",Honest Burgers,462
"MULTIPOLYGON (((-0.1231902 51.5107322,-0.12335 51.5108698,-0.1232759 51.5109033,-0.1232345 51.510865,-0.1231562 51.5108986,-0.1231194 51.5108652,-0.123039 51.510792,-0.1231157 51.5107621,-0.1231902 51.5107322)))",Rules,465
"MULTIPOLYGON (((-0.1231194 51.5108652,-0.1230718 51.5108872,-0.123102 51.510918,-0.1230121 51.5109514,-0.1229813 51.5109235,-0.122923 51.5109439,-0.1229384 51.5109573,-0.1229028 51.5109723,-0.1228867 51.5109573,-0.1228163 51.5109852,-0.1228284 51.5109957,-0.1228023 51.5110071,-0.1227027 51.5109203,-0.1228075 51.5108803,-0.123039 51.510792,-0.1231194 51.5108652)))",,467
"MULTIPOLYGON (((-0.1230643 51.511297,-0.1229584 51.5112037,-0.1229806 51.5111939,-0.1229035 51.5111221,-0.1228961 51.5111267,-0.1228505 51.5110829,-0.1229055 51.5110591,-0.1229176 51.5110695,-0.1229739 51.5110466,-0.1229431 51.5110199,-0.12299 51.5109986,-0.1230611 51.5110645,-0.1230477 51.5110695,-0.1231059 51.5111229,-0.1232254 51.5112277,-0.1230643 51.511297)))",,468
"MULTIPOLYGON (((-0.1227591 51.5111425,-0.1227955 51.5111736,-0.1229818 51.5113323,-0.1228767 51.511377,-0.122664 51.5111839,-0.1227591 51.5111425)))",,470
